MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,TOTAL_COVID_TESTS
10035,East Harlem,Manhattan,976,2835.01,34426.65,121,351.47,22.53,2020-06-14,4332.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,424,1617.63,26211.25,36,137.35,14.09,2020-06-14,3010.0
10037,Central Harlem (North)/East Harlem,Manhattan,548,2653.8,20649.62,67,324.46,19.13,2020-06-14,2865.0
10038,Chinatown/Financial District,Manhattan,255,1156.57,22047.96,29,131.53,14.8,2020-06-14,1723.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,519,1961.64,26457.52,59,223.0,21.18,2020-06-14,2451.0
10040,Washington Heights (North),Manhattan,1132,2526.32,44808.28,112,249.95,23.16,2020-06-14,4888.0
10044,Roosevelt Island,Manhattan,238,2034.14,11700.29,34,290.59,20.24,2020-06-14,1176.0
10065,Lenox Hill/Upper East Side,Manhattan,334,1149.29,29061.49,27,92.91,10.31,2020-06-14,3240.0
10069,Lincoln Square,Manhattan,54,851.99,6338.13,2,31.56,10.61,2020-06-14,509.0
10075,Lenox Hill/Upper East Side,Manhattan,441,1865.95,23634.14,47,198.86,15.77,2020-06-14,2796.0
10128,Upper East Side/Yorkville,Manhattan,637,1038.27,61351.93,37,60.31,11.48,2020-06-14,5547.0
10280,Battery Park City,Manhattan,53,551.01,9618.7,0,0.0,9.4,2020-06-14,564.0
10282,Battery Park City,Manhattan,70,1269.16,5515.44,15,271.96,17.07,2020-06-14,410.0
10301,Silver Lake/St. George,Staten Island,1189,3001.5,39613.55,100,252.44,24.24,2020-06-14,4906.0
10302,Elm Park,Staten Island,635,3382.34,18773.99,31,165.12,30.0,2020-06-14,2117.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,880,3354.73,26231.66,43,163.92,27.77,2020-06-14,3169.0
10304,New Dorp/Todt Hill,Staten Island,1396,3288.67,42448.71,167,393.42,25.99,2020-06-14,5372.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1242,2918.17,42560.99,75,176.22,24.96,2020-06-14,4976.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1459,2717.67,53685.66,77,143.43,22.59,2020-06-14,6458.0
10307,Tottenville,Staten Island,379,2491.03,15214.56,14,92.02,24.9,2020-06-14,1522.0
10308,Great Kills,Staten Island,634,2139.34,29635.33,25,84.36,22.63,2020-06-14,2802.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,844,2557.19,33004.98,30,90.9,23.67,2020-06-14,3566.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,718,3007.84,23870.96,33,138.24,23.71,2020-06-14,3028.0
10312,Annadale/Rossville,Staten Island,1504,2494.02,60304.33,59,97.84,23.76,2020-06-14,6329.0
10314,Bloomfield/Freshkills Park,Staten Island,2658,2926.21,90834.29,191,210.27,24.61,2020-06-14,10799.0
10451,Concourse/Melrose,Bronx,1615,3384.41,47718.77,154,322.72,27.05,2020-06-14,5970.0
10452,Concourse/Highbridge,Bronx,2422,3144.02,77035.04,158,205.1,27.1,2020-06-14,8936.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2385,2937.77,81184.04,158,194.62,28.27,2020-06-14,8436.0
10454,Mott Haven/Port Morris,Bronx,1145,2995.55,38223.41,102,266.85,24.98,2020-06-14,4583.0
10455,Mott Haven,Bronx,1273,3018.42,42174.38,100,237.11,27.6,2020-06-14,4613.0
10456,Claremont/Morrisania,Bronx,2510,2686.16,93441.91,272,291.09,25.46,2020-06-14,9858.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2116,2833.23,74685.06,177,237.0,25.99,2020-06-14,8141.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2066,2465.17,83807.74,114,136.03,26.23,2020-06-14,7875.0
10459,Charlotte Gardens/Hunts Point,Bronx,1495,3091.75,48354.56,156,322.62,28.46,2020-06-14,5253.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1655,2754.97,60073.25,116,193.1,27.48,2020-06-14,6022.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1893,3825.82,49479.56,139,280.92,26.17,2020-06-14,7234.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2281,2949.6,77332.41,166,214.66,25.29,2020-06-14,9021.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2037,2857.45,71287.33,196,274.94,22.34,2020-06-14,9118.0
10464,City Island,Bronx,119,2733.65,4353.16,7,160.8,20.1,2020-06-14,592.0
10465,Country Club/Throgs Neck,Bronx,1491,3464.99,43030.43,78,181.27,24.49,2020-06-14,6087.0
10466,Edenwald/Wakefield,Bronx,2411,3340.88,72166.65,160,221.71,29.16,2020-06-14,8267.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3425,3398.36,100784.05,298,295.68,28.68,2020-06-14,11943.0
10468,Fordham/Kingsbridge/University Heights,Bronx,2767,3608.45,76681.12,203,264.73,26.3,2020-06-14,10521.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3027,4233.08,71508.25,327,457.29,28.49,2020-06-14,10626.0
10470,Wakefield/Woodlawn,Bronx,454,3219.0,14103.75,15,106.35,23.66,2020-06-14,1919.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,800,3765.19,21247.28,72,338.87,20.1,2020-06-14,3981.0
10472,Soundview,Bronx,1984,2921.34,67913.94,176,259.15,30.03,2020-06-14,6607.0
10473,Castle Hill/Clason Point/Soundview,Bronx,1942,3136.04,61925.28,125,201.86,26.08,2020-06-14,7445.0
10474,Hunts Point,Bronx,325,2612.95,12438.07,19,152.76,27.9,2020-06-14,1165.0
10475,Co-op City/Edenwald,Bronx,1713,3916.04,43743.21,166,379.49,27.35,2020-06-14,6263.0
11004,Bellerose/Douglaston-Little Neck,Queens,596,3177.22,18758.55,59,314.52,20.07,2020-06-14,2970.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,637,1809.45,35204.11,38,107.94,16.72,2020-06-14,3810.0
11102,Astoria (North),Queens,623,1909.12,32632.92,76,232.89,18.26,2020-06-14,3411.0
11103,Astoria (North)/Astoria (South),Queens,580,1585.32,36585.65,48,131.2,16.93,2020-06-14,3425.0
11104,Sunnyside,Queens,496,2001.96,24775.7,37,149.34,20.15,2020-06-14,2462.0
11105,Ditmars Steinway,Queens,493,1373.45,35894.88,42,117.01,14.95,2020-06-14,3298.0
11106,Astoria (South),Queens,649,1678.55,38664.4,45,116.39,18.46,2020-06-14,3515.0
11109,Long Island City,Queens,48,946.63,5070.64,2,39.44,9.6,2020-06-14,500.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,710,1165.69,60908.15,87,142.84,10.83,2020-06-14,6557.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2093,2851.79,73392.42,243,331.1,26.18,2020-06-14,7996.0
11204,Bensonhurst/Mapleton,Brooklyn,2039,2570.52,79322.45,139,175.23,22.39,2020-06-14,9105.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,736,1672.23,44013.21,46,104.51,18.69,2020-06-14,3938.0
11206,Williamsburg (South),Brooklyn,1621,1895.98,85496.61,148,173.11,20.43,2020-06-14,7936.0
11207,Cypress Hills/East New York,Brooklyn,2109,2365.5,89156.75,201,225.45,24.98,2020-06-14,8444.0
11208,Cypress Hills/East New York,Brooklyn,2401,2511.3,95607.69,225,235.34,27.56,2020-06-14,8711.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1143,1703.91,67081.12,109,162.49,17.08,2020-06-14,6691.0
11210,Flatlands/Midwood,Brooklyn,1711,2550.33,67089.29,135,201.22,25.57,2020-06-14,6692.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2097,2105.53,99594.67,127,127.52,18.04,2020-06-14,11621.0
11212,Ocean Hill-Brownsville,Brooklyn,1898,2384.72,79589.99,219,275.16,24.73,2020-06-14,7675.0
11213,Crown Heights (East),Brooklyn,1414,2194.77,64425.94,136,211.1,23.25,2020-06-14,6081.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1550,1660.71,93333.46,176,188.57,20.89,2020-06-14,7419.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,626,895.15,69932.3,44,62.92,12.41,2020-06-14,5045.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,740,1332.43,55537.72,71,127.84,16.63,2020-06-14,4449.0
11217,Boerum Hill/Park Slope,Brooklyn,625,1316.44,47476.67,80,168.5,16.93,2020-06-14,3691.0
11218,Kensington/Windsor Terrace,Brooklyn,1749,2307.19,75806.47,133,175.45,22.5,2020-06-14,7772.0
11219,Borough Park,Brooklyn,3076,3312.58,92858.07,215,231.54,20.92,2020-06-14,14707.0
11220,Sunset Park,Brooklyn,1568,1592.69,98450.0,158,160.49,23.53,2020-06-14,6665.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1318,1613.76,81672.44,131,160.4,20.07,2020-06-14,6568.0
11222,Greenpoint,Brooklyn,450,1237.99,36349.16,30,82.53,12.29,2020-06-14,3663.0
11223,Gravesend/Homecrest,Brooklyn,1728,2161.16,79957.11,138,172.59,23.4,2020-06-14,7384.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1220,2742.35,44487.34,200,449.57,24.94,2020-06-14,4891.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1161,2011.73,57711.49,129,223.53,22.68,2020-06-14,5120.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2280,2301.6,99061.32,264,266.5,24.56,2020-06-14,9285.0
11228,Bath Beach/Dyker Heights,Brooklyn,678,1533.41,44215.08,77,174.15,20.54,2020-06-14,3301.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1783,2099.89,84909.16,139,163.7,15.38,2020-06-14,11592.0
11230,Midwood,Brooklyn,2373,2661.34,89165.77,206,231.03,22.42,2020-06-14,10586.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,424,1146.11,36994.7,33,89.2,14.44,2020-06-14,2936.0
11232,Sunset Park,Brooklyn,540,1910.08,28271.09,40,141.49,24.05,2020-06-14,2245.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1262,1749.24,72145.54,129,178.81,23.87,2020-06-14,5287.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2253,2363.99,95304.8,185,194.11,25.36,2020-06-14,8883.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2053,2581.09,79540.14,278,349.51,22.49,2020-06-14,9129.0
11236,Canarsie,Brooklyn,2750,2839.53,96846.99,278,287.05,27.73,2020-06-14,9918.0
11237,Bushwick/East Williamsburg,Brooklyn,988,1948.88,50695.72,112,220.93,21.32,2020-06-14,4635.0
11238,Clinton Hill/Prospect Heights,Brooklyn,795,1471.79,54015.79,98,181.43,16.28,2020-06-14,4883.0
11239,East New York,Brooklyn,520,4189.03,12413.37,79,636.41,25.54,2020-06-14,2036.0
11354,Flushing/Murray Hill,Queens,1204,2168.65,55518.32,271,488.13,22.65,2020-06-14,5316.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1302,1627.22,80013.97,148,184.97,26.46,2020-06-14,4920.0
11356,College Point,Queens,567,2431.1,23322.74,41,175.79,25.85,2020-06-14,2193.0
11357,Whitestone,Queens,814,2036.24,39975.56,84,210.13,22.26,2020-06-14,3656.0
11358,Auburndale/Murray Hill,Queens,576,1620.64,35541.5,37,104.1,20.48,2020-06-14,2812.0
11360,Bayside (North),Queens,318,1685.82,18863.17,16,84.82,17.57,2020-06-14,1810.0
11361,Bayside (North)/Bayside (South),Queens,456,1630.2,27971.99,41,146.58,19.4,2020-06-14,2350.0
11362,Douglaston-Little Neck,Queens,326,1837.86,17738.01,20,112.75,20.94,2020-06-14,1557.0
11363,Douglaston-Little Neck,Queens,98,1368.9,7159.03,4,55.87,18.39,2020-06-14,533.0
11364,Bayside (South)/Oakland Gardens,Queens,465,1345.39,34562.6,26,75.23,19.05,2020-06-14,2441.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,839,1904.62,44050.79,57,129.4,21.85,2020-06-14,3840.0
11366,Fresh Meadows/Hillcrest,Queens,390,2830.73,13777.39,22,159.68,27.2,2020-06-14,1434.0
11367,Kew Gardens Hills/Pomonok,Queens,1037,2466.74,42039.24,58,137.97,24.77,2020-06-14,4186.0
11368,Corona/North Corona,Queens,4586,4109.54,111594.1,401,359.34,32.06,2020-06-14,14304.0
11369,Airport/East Elmhurst,Queens,1619,4440.21,36462.23,164,449.78,32.15,2020-06-14,5035.0
11370,Jackson Heights/Rikers Island,Queens,1341,4093.57,32758.65,52,158.74,31.19,2020-06-14,4300.0
11372,Jackson Heights,Queens,2545,4067.91,62562.88,236,377.22,29.13,2020-06-14,8736.0
11373,Elmhurst,Queens,3249,3498.22,92875.81,291,313.32,28.19,2020-06-14,11524.0
11374,Rego Park,Queens,1074,2554.25,42047.63,89,211.66,23.76,2020-06-14,4520.0
11375,Forest Hills,Queens,1516,2148.74,70552.99,179,253.71,23.02,2020-06-14,6585.0
11377,Woodside,Queens,2279,2635.64,86468.55,179,207.01,23.38,2020-06-14,9748.0
11378,Maspeth,Queens,746,2156.48,34593.45,66,190.79,21.8,2020-06-14,3422.0
11379,Middle Village,Queens,808,2232.32,36195.55,86,237.6,23.39,2020-06-14,3454.0
11385,Glendale/Ridgewood,Queens,2178,2116.0,102929.91,120,116.58,24.92,2020-06-14,8739.0
11411,Cambria Heights,Queens,685,3342.4,20494.26,37,180.54,30.54,2020-06-14,2243.0
11412,St. Albans,Queens,1242,3156.54,39346.92,77,195.7,29.86,2020-06-14,4159.0
11413,Laurelton/Rosedale,Queens,1321,3026.49,43647.97,69,158.08,29.9,2020-06-14,4418.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,802,2837.38,28265.56,52,183.97,29.57,2020-06-14,2712.0
11415,Kew Gardens,Queens,537,2791.89,19234.25,45,233.96,24.6,2020-06-14,2183.0
11416,Ozone Park,Queens,716,2690.27,26614.42,50,187.87,29.2,2020-06-14,2452.0
11417,Ozone Park,Queens,887,2836.53,31270.63,38,121.52,26.69,2020-06-14,3323.0
11418,Richmond Hill,Queens,1100,2886.75,38105.16,94,246.69,28.56,2020-06-14,3852.0
11419,Richmond Hill/South Ozone Park,Queens,1207,2373.7,50848.81,86,169.13,28.55,2020-06-14,4228.0
11420,South Ozone Park,Queens,1363,2815.2,48415.71,98,202.41,29.19,2020-06-14,4669.0
11421,Woodhaven,Queens,1192,2824.01,42209.49,95,225.07,28.53,2020-06-14,4178.0
11422,Rosedale,Queens,979,2903.18,33721.62,41,121.58,28.57,2020-06-14,3427.0
11423,Hollis/Holliswood,Queens,1079,3367.55,32041.14,91,284.01,30.06,2020-06-14,3589.0
11426,Bellerose,Queens,498,2445.58,20363.28,29,142.41,26.98,2020-06-14,1846.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,790,3403.36,23212.38,45,193.86,27.84,2020-06-14,2838.0
11428,Queens Village,Queens,678,3507.96,19327.45,40,206.96,31.52,2020-06-14,2151.0
11429,Queens Village,Queens,956,3409.86,28036.33,62,221.14,28.87,2020-06-14,3311.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1834,2902.11,63195.4,229,362.37,27.49,2020-06-14,6671.0
11433,Jamaica,Queens,953,2644.6,36035.76,76,210.9,27.6,2020-06-14,3453.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2110,3124.25,67536.11,160,236.91,28.51,2020-06-14,7401.0
11435,Briarwood/Jamaica,Queens,1638,2840.6,57663.84,140,242.79,26.89,2020-06-14,6091.0
11436,South Jamaica/South Ozone Park,Queens,528,2537.56,20807.42,38,182.63,27.59,2020-06-14,1914.0
11691,Edgemere/Far Rockaway,Queens,2375,3667.44,64759.02,315,486.42,26.07,2020-06-14,9111.0
11692,Arverne/Edgemere,Queens,619,3076.5,20120.24,85,422.46,22.93,2020-06-14,2699.0
11693,Arverne/Broad Channel,Queens,330,2665.32,12381.27,26,209.99,26.87,2020-06-14,1228.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,719,3532.17,20355.78,78,383.18,26.06,2020-06-14,2759.0
11697,Breezy Point,Queens,108,3053.7,3536.69,3,84.83,9.27,2020-06-14,1165.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,480,2037.09,23563.03,28,118.83,4.69,2020-10-26,10245.0
10002,Chinatown/Lower East Side,Manhattan,1462,1904.75,76755.41,160,208.45,5.83,2020-10-26,25069.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,703,1306.65,53801.62,35,65.05,2.72,2020-10-26,25888.0
10004,Financial District,Manhattan,57,1561.38,3650.61,1,27.39,4.21,2020-10-26,1354.0
10005,Financial District,Manhattan,120,1429.23,8396.11,2,23.82,3.7,2020-10-26,3243.0
10006,Financial District,Manhattan,52,1503.86,3457.77,0,0.0,4.12,2020-10-26,1262.0
10007,TriBeCa,Manhattan,90,1090.94,8249.73,3,36.36,2.8,2020-10-26,3211.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,960,1634.1,58747.99,70,119.15,4.14,2020-10-26,23182.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,410,1266.53,32371.86,19,58.69,2.78,2020-10-26,14734.0
10011,Chelsea,Manhattan,733,1480.79,49500.52,43,86.87,3.51,2020-10-26,20894.0
10012,Greenwich Village/SoHo,Manhattan,297,1238.47,23981.2,9,37.53,2.76,2020-10-26,10745.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,368,1267.61,29031.09,22,75.78,2.83,2020-10-26,12987.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,455,1465.7,31043.16,29,93.42,3.32,2020-10-26,13711.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,962,1831.53,52524.35,49,93.29,4.38,2020-10-26,21948.0
10017,East Midtown/Murray Hill,Manhattan,197,1221.54,16127.22,8,49.61,3.26,2020-10-26,6044.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,276,2895.68,9531.44,6,62.95,7.65,2020-10-26,3607.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,788,1939.38,40631.45,42,103.37,4.28,2020-10-26,18398.0
10021,Lenox Hill/Upper East Side,Manhattan,739,1672.87,44175.61,65,147.14,4.05,2020-10-26,18250.0
10022,East Midtown,Manhattan,458,1509.82,30334.8,33,108.79,3.79,2020-10-26,12094.0
10023,Lincoln Square,Manhattan,752,1247.62,60274.81,54,89.59,3.31,2020-10-26,22697.0
10024,Upper West Side,Manhattan,939,1637.67,57337.68,75,130.8,3.88,2020-10-26,24222.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1725,1868.23,92333.47,181,196.03,4.17,2020-10-26,41371.0
10026,Central Harlem (South),Manhattan,836,2142.6,39018.03,50,128.15,6.37,2020-10-26,13128.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1291,2028.88,63631.04,115,180.73,5.61,2020-10-26,23016.0
10028,Upper East Side/Yorkville,Manhattan,633,1287.76,49155.08,34,69.17,3.68,2020-10-26,17220.0
10029,East Harlem,Manhattan,2211,2804.36,78841.52,212,268.89,8.09,2020-10-26,27335.0
10030,Central Harlem (North),Manhattan,627,2138.33,29321.91,58,197.8,7.01,2020-10-26,8938.0
10031,Hamilton Heights/West Harlem,Manhattan,1690,2790.76,60556.93,135,222.93,8.54,2020-10-26,19787.0
10032,Washington Heights (South),Manhattan,1910,3106.07,61492.57,175,284.59,9.1,2020-10-26,20998.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1693,2859.29,59210.43,123,207.73,8.74,2020-10-26,19373.0
10034,Inwood/Washington Heights (North),Manhattan,962,2233.38,43073.65,72,167.16,7.39,2020-10-26,13016.0
10035,East Harlem,Manhattan,1201,3488.58,34426.65,137,397.95,9.03,2020-10-26,13306.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,584,2228.05,26211.25,40,152.61,4.93,2020-10-26,11852.0
10037,Central Harlem (North)/East Harlem,Manhattan,620,3002.48,20649.62,66,319.62,8.59,2020-10-26,7218.0
10038,Chinatown/Financial District,Manhattan,359,1628.27,22047.96,28,127.0,4.42,2020-10-26,8131.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,654,2471.89,26457.52,66,249.46,8.2,2020-10-26,7972.0
10040,Washington Heights (North),Manhattan,1402,3128.89,44808.28,121,270.04,8.97,2020-10-26,15624.0
10044,Roosevelt Island,Manhattan,271,2316.18,11700.29,36,307.68,6.82,2020-10-26,3976.0
10065,Lenox Hill/Upper East Side,Manhattan,429,1476.18,29061.49,28,96.35,3.39,2020-10-26,12643.0
10069,Lincoln Square,Manhattan,84,1325.31,6338.13,2,31.56,2.99,2020-10-26,2810.0
10075,Lenox Hill/Upper East Side,Manhattan,494,2090.2,23634.14,47,198.86,4.7,2020-10-26,10511.0
10128,Upper East Side/Yorkville,Manhattan,802,1307.21,61351.93,41,66.83,3.39,2020-10-26,23648.0
10280,Battery Park City,Manhattan,69,717.35,9618.7,0,0.0,2.52,2020-10-26,2740.0
10282,Battery Park City,Manhattan,87,1577.39,5515.44,14,253.83,4.98,2020-10-26,1748.0
10301,Silver Lake/St. George,Staten Island,1455,3672.99,39613.55,108,272.63,10.7,2020-10-26,13594.0
10302,Elm Park,Staten Island,740,3941.62,18773.99,32,170.45,12.85,2020-10-26,5759.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,1009,3846.5,26231.66,47,179.17,12.08,2020-10-26,8353.0
10304,New Dorp/Todt Hill,Staten Island,1670,3934.16,42448.71,182,428.75,11.41,2020-10-26,14631.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1528,3590.14,42560.99,81,190.32,11.51,2020-10-26,13273.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1786,3326.77,53685.66,83,154.6,9.82,2020-10-26,18190.0
10307,Tottenville,Staten Island,475,3122.01,15214.56,15,98.59,10.86,2020-10-26,4375.0
10308,Great Kills,Staten Island,821,2770.34,29635.33,29,97.86,9.61,2020-10-26,8547.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,1044,3163.16,33004.98,32,96.96,10.29,2020-10-26,10146.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,863,3615.27,23870.96,35,146.62,10.75,2020-10-26,8029.0
10312,Annadale/Rossville,Staten Island,1887,3129.13,60304.33,60,99.5,10.2,2020-10-26,18501.0
10314,Bloomfield/Freshkills Park,Staten Island,3231,3557.03,90834.29,205,225.69,10.97,2020-10-26,29449.0
10451,Concourse/Melrose,Bronx,1880,3939.75,47718.77,155,324.82,11.08,2020-10-26,16972.0
10452,Concourse/Highbridge,Bronx,3030,3933.28,77035.04,178,231.06,11.96,2020-10-26,25329.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2965,3652.2,81184.04,169,208.17,12.08,2020-10-26,24546.0
10454,Mott Haven/Port Morris,Bronx,1336,3495.24,38223.41,107,279.93,10.96,2020-10-26,12194.0
10455,Mott Haven,Bronx,1572,3727.38,42174.38,112,265.56,11.64,2020-10-26,13501.0
10456,Claremont/Morrisania,Bronx,3049,3262.99,93441.91,298,318.91,10.69,2020-10-26,28531.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2657,3557.61,74685.06,189,253.06,11.23,2020-10-26,23669.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2639,3148.87,83807.74,132,157.5,10.96,2020-10-26,24087.0
10459,Charlotte Gardens/Hunts Point,Bronx,1813,3749.39,48354.56,167,345.37,10.94,2020-10-26,16569.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,2029,3377.54,60073.25,132,219.73,11.33,2020-10-26,17903.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,2120,4284.6,49479.56,141,284.97,11.64,2020-10-26,18218.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2747,3552.2,77332.41,187,241.81,11.06,2020-10-26,24839.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2444,3428.38,71287.33,220,308.61,9.46,2020-10-26,25840.0
10464,City Island,Bronx,141,3239.03,4353.16,9,206.75,9.43,2020-10-26,1496.0
10465,Country Club/Throgs Neck,Bronx,1732,4025.06,43030.43,91,211.48,11.38,2020-10-26,15223.0
10466,Edenwald/Wakefield,Bronx,2736,3791.23,72166.65,174,241.11,12.75,2020-10-26,21462.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,4064,4032.38,100784.05,340,337.35,11.79,2020-10-26,34465.0
10468,Fordham/Kingsbridge/University Heights,Bronx,3361,4383.09,76681.12,226,294.73,12.6,2020-10-26,26667.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3381,4728.13,71508.25,373,521.62,13.44,2020-10-26,25161.0
10470,Wakefield/Woodlawn,Bronx,521,3694.05,14103.75,22,155.99,11.4,2020-10-26,4571.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,911,4287.61,21247.28,89,418.88,9.11,2020-10-26,10000.0
10472,Soundview,Bronx,2389,3517.69,67913.94,195,287.13,12.29,2020-10-26,19433.0
10473,Castle Hill/Clason Point/Soundview,Bronx,2324,3752.91,61925.28,141,227.69,11.87,2020-10-26,19587.0
10474,Hunts Point,Bronx,352,2830.02,12438.07,21,168.84,10.19,2020-10-26,3454.0
10475,Co-op City/Edenwald,Bronx,1949,4455.55,43743.21,179,409.21,12.76,2020-10-26,15277.0
11004,Bellerose/Douglaston-Little Neck,Queens,679,3619.68,18758.55,69,367.83,9.34,2020-10-26,7270.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,836,2374.72,35204.11,39,110.78,5.28,2020-10-26,15825.0
11102,Astoria (North),Queens,832,2549.57,32632.92,85,260.47,7.09,2020-10-26,11732.0
11103,Astoria (North)/Astoria (South),Queens,776,2121.05,36585.65,55,150.33,6.02,2020-10-26,12890.0
11104,Sunnyside,Queens,602,2429.8,24775.7,42,169.52,6.69,2020-10-26,8999.0
11105,Ditmars Steinway,Queens,651,1813.63,35894.88,44,122.58,5.47,2020-10-26,11902.0
11106,Astoria (South),Queens,875,2263.06,38664.4,57,147.42,6.72,2020-10-26,13018.0
11109,Long Island City,Queens,73,1439.66,5070.64,2,39.44,3.22,2020-10-26,2267.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,916,1503.9,60908.15,96,157.61,3.32,2020-10-26,27619.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2404,3275.54,73392.42,246,335.18,11.42,2020-10-26,21045.0
11204,Bensonhurst/Mapleton,Brooklyn,2742,3456.78,79322.45,153,192.88,13.07,2020-10-26,20973.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,957,2174.35,44013.21,51,115.87,6.37,2020-10-26,15012.0
11206,Williamsburg (South),Brooklyn,2057,2405.94,85496.61,155,181.29,7.19,2020-10-26,28611.0
11207,Cypress Hills/East New York,Brooklyn,2577,2890.42,89156.75,219,245.63,9.88,2020-10-26,26093.0
11208,Cypress Hills/East New York,Brooklyn,2952,3087.62,95607.69,251,262.53,11.51,2020-10-26,25648.0
