MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,TOTAL_COVID_TESTS
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2150,2929.46,73392.42,249,339.27,22.95,2020-06-28,9367.0
11204,Bensonhurst/Mapleton,Brooklyn,2068,2607.08,79322.45,140,176.49,19.68,2020-06-28,10507.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,757,1719.94,44013.21,47,106.79,14.51,2020-06-28,5218.0
11206,Williamsburg (South),Brooklyn,1655,1935.75,85496.61,152,177.78,16.36,2020-06-28,10118.0
11207,Cypress Hills/East New York,Brooklyn,2172,2436.16,89156.75,204,228.81,21.4,2020-06-28,10148.0
11208,Cypress Hills/East New York,Brooklyn,2476,2589.75,95607.69,231,241.61,22.96,2020-06-28,10786.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1170,1744.16,67081.12,110,163.98,14.06,2020-06-28,8320.0
11210,Flatlands/Midwood,Brooklyn,1743,2598.03,67089.29,137,204.21,21.79,2020-06-28,7999.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2135,2143.69,99594.67,126,126.51,14.53,2020-06-28,14696.0
11212,Ocean Hill-Brownsville,Brooklyn,1942,2440.01,79589.99,223,280.19,21.53,2020-06-28,9020.0
11213,Crown Heights (East),Brooklyn,1442,2238.23,64425.94,138,214.2,18.94,2020-06-28,7614.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1601,1715.35,93333.46,180,192.86,16.93,2020-06-28,9458.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,640,915.17,69932.3,46,65.78,8.68,2020-06-28,7374.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,760,1368.44,55537.72,71,127.84,12.3,2020-06-28,6177.0
11217,Boerum Hill/Park Slope,Brooklyn,638,1343.82,47476.67,79,166.4,12.33,2020-06-28,5173.0
11218,Kensington/Windsor Terrace,Brooklyn,1798,2371.83,75806.47,133,175.45,18.67,2020-06-28,9628.0
11219,Borough Park,Brooklyn,3124,3364.27,92858.07,221,238.0,18.79,2020-06-28,16630.0
11220,Sunset Park,Brooklyn,1617,1642.46,98450.0,161,163.53,19.16,2020-06-28,8439.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1357,1661.52,81672.44,135,165.29,15.92,2020-06-28,8523.0
11222,Greenpoint,Brooklyn,467,1284.76,36349.16,31,85.28,9.15,2020-06-28,5102.0
11223,Gravesend/Homecrest,Brooklyn,1750,2188.67,79957.11,139,173.84,19.72,2020-06-28,8874.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1279,2874.98,44487.34,201,451.81,21.79,2020-06-28,5869.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1183,2049.85,57711.49,133,230.46,17.62,2020-06-28,6713.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2347,2369.24,99061.32,270,272.56,20.37,2020-06-28,11523.0
11228,Bath Beach/Dyker Heights,Brooklyn,694,1569.6,44215.08,81,183.2,17.29,2020-06-28,4015.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1805,2125.8,84909.16,142,167.24,13.83,2020-06-28,13053.0
11230,Midwood,Brooklyn,2415,2708.44,89165.77,207,232.15,19.3,2020-06-28,12515.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,431,1165.03,36994.7,33,89.2,10.34,2020-06-28,4170.0
11232,Sunset Park,Brooklyn,567,2005.58,28271.09,41,145.02,18.34,2020-06-28,3091.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1306,1810.23,72145.54,132,182.96,19.7,2020-06-28,6630.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2286,2398.62,95304.8,188,197.26,21.95,2020-06-28,10414.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2090,2627.6,79540.14,280,352.02,19.0,2020-06-28,11002.0
11236,Canarsie,Brooklyn,2808,2899.42,96846.99,286,295.31,24.39,2020-06-28,11511.0
11237,Bushwick/East Williamsburg,Brooklyn,1015,2002.14,50695.72,113,222.9,16.84,2020-06-28,6028.0
11238,Clinton Hill/Prospect Heights,Brooklyn,815,1508.82,54015.79,98,181.43,11.7,2020-06-28,6963.0
11239,East New York,Brooklyn,529,4261.54,12413.37,82,660.58,22.32,2020-06-28,2370.0
11354,Flushing/Murray Hill,Queens,1259,2267.72,55518.32,279,502.54,16.17,2020-06-28,7788.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1376,1719.7,80013.97,150,187.47,17.68,2020-06-28,7785.0
11356,College Point,Queens,579,2482.56,23322.74,42,180.08,21.05,2020-06-28,2750.0
11357,Whitestone,Queens,836,2091.28,39975.56,86,215.13,17.92,2020-06-28,4665.0
11358,Auburndale/Murray Hill,Queens,595,1674.1,35541.5,37,104.1,14.93,2020-06-28,3984.0
11360,Bayside (North),Queens,326,1728.24,18863.17,17,90.12,13.97,2020-06-28,2334.0
11361,Bayside (North)/Bayside (South),Queens,463,1655.23,27971.99,45,160.88,15.27,2020-06-28,3033.0
11362,Douglaston-Little Neck,Queens,330,1860.41,17738.01,24,135.3,16.09,2020-06-28,2051.0
11363,Douglaston-Little Neck,Queens,100,1396.84,7159.03,3,41.91,14.56,2020-06-28,687.0
11364,Bayside (South)/Oakland Gardens,Queens,472,1365.64,34562.6,28,81.01,14.24,2020-06-28,3314.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,863,1959.1,44050.79,60,136.21,17.32,2020-06-28,4983.0
11366,Fresh Meadows/Hillcrest,Queens,398,2888.79,13777.39,22,159.68,23.15,2020-06-28,1719.0
11367,Kew Gardens Hills/Pomonok,Queens,1055,2509.56,42039.24,61,145.1,20.65,2020-06-28,5109.0
11368,Corona/North Corona,Queens,4737,4244.85,111594.1,409,366.51,26.51,2020-06-28,17867.0
11369,Airport/East Elmhurst,Queens,1644,4508.78,36462.23,168,460.75,27.86,2020-06-28,5901.0
11370,Jackson Heights/Rikers Island,Queens,1359,4148.52,32758.65,57,174.0,26.49,2020-06-28,5130.0
11372,Jackson Heights,Queens,2608,4168.61,62562.88,240,383.61,24.1,2020-06-28,10821.0
11373,Elmhurst,Queens,3323,3577.9,92875.81,292,314.4,23.27,2020-06-28,14281.0
11374,Rego Park,Queens,1092,2597.05,42047.63,91,216.42,20.21,2020-06-28,5404.0
11375,Forest Hills,Queens,1534,2174.25,70552.99,183,259.38,18.68,2020-06-28,8210.0
11377,Woodside,Queens,2325,2688.84,86468.55,184,212.79,18.85,2020-06-28,12334.0
11378,Maspeth,Queens,763,2205.62,34593.45,66,190.79,18.12,2020-06-28,4210.0
11379,Middle Village,Queens,834,2304.15,36195.55,89,245.89,18.83,2020-06-28,4428.0
11385,Glendale/Ridgewood,Queens,2233,2169.44,102929.91,126,122.41,20.38,2020-06-28,10956.0
11411,Cambria Heights,Queens,699,3410.71,20494.26,37,180.54,27.39,2020-06-28,2552.0
11412,St. Albans,Queens,1267,3220.07,39346.92,80,203.32,26.47,2020-06-28,4787.0
11413,Laurelton/Rosedale,Queens,1342,3074.6,43647.97,74,169.54,26.47,2020-06-28,5070.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,808,2858.6,28265.56,54,191.05,25.35,2020-06-28,3188.0
11415,Kew Gardens,Queens,541,2812.69,19234.25,46,239.16,20.91,2020-06-28,2587.0
11416,Ozone Park,Queens,732,2750.39,26614.42,51,191.63,25.24,2020-06-28,2900.0
11417,Ozone Park,Queens,907,2900.49,31270.63,39,124.72,23.42,2020-06-28,3873.0
11418,Richmond Hill,Queens,1144,3002.22,38105.16,97,254.56,24.51,2020-06-28,4667.0
11419,Richmond Hill/South Ozone Park,Queens,1234,2426.8,50848.81,88,173.06,25.17,2020-06-28,4902.0
11420,South Ozone Park,Queens,1391,2873.03,48415.71,98,202.41,25.7,2020-06-28,5413.0
11421,Woodhaven,Queens,1224,2899.82,42209.49,98,232.18,24.54,2020-06-28,4988.0
11422,Rosedale,Queens,1005,2980.28,33721.62,48,142.34,25.39,2020-06-28,3959.0
11423,Hollis/Holliswood,Queens,1098,3426.84,32041.14,95,296.49,26.45,2020-06-28,4152.0
11426,Bellerose,Queens,500,2455.4,20363.28,29,142.41,22.98,2020-06-28,2176.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,800,3446.44,23212.38,46,198.17,24.26,2020-06-28,3297.0
11428,Queens Village,Queens,686,3549.36,19327.45,44,227.66,27.42,2020-06-28,2502.0
11429,Queens Village,Queens,977,3484.76,28036.33,64,228.28,25.46,2020-06-28,3838.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1872,2962.24,63195.4,235,371.86,23.9,2020-06-28,7833.0
11433,Jamaica,Queens,973,2700.1,36035.76,76,210.9,23.85,2020-06-28,4080.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2143,3173.12,67536.11,168,248.76,25.19,2020-06-28,8507.0
11435,Briarwood/Jamaica,Queens,1671,2897.83,57663.84,142,246.25,23.27,2020-06-28,7182.0
11436,South Jamaica/South Ozone Park,Queens,538,2585.62,20807.42,39,187.43,24.05,2020-06-28,2237.0
11691,Edgemere/Far Rockaway,Queens,2471,3815.68,64759.02,324,500.32,22.34,2020-06-28,11062.0
11692,Arverne/Edgemere,Queens,644,3200.76,20120.24,88,437.37,20.04,2020-06-28,3214.0
11693,Arverne/Broad Channel,Queens,338,2729.93,12381.27,25,201.92,22.3,2020-06-28,1516.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,744,3654.98,20355.78,81,397.92,22.61,2020-06-28,3290.0
11697,Breezy Point,Queens,109,3081.98,3536.69,3,84.83,8.96,2020-06-28,1216.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,479,2032.85,23563.03,28,118.83,4.7,2020-10-25,10193.0
10002,Chinatown/Lower East Side,Manhattan,1452,1891.72,76755.41,160,208.45,5.82,2020-10-25,24932.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,701,1302.93,53801.62,35,65.05,2.71,2020-10-25,25829.0
10004,Financial District,Manhattan,57,1561.38,3650.61,1,27.39,4.22,2020-10-25,1350.0
10005,Financial District,Manhattan,120,1429.23,8396.11,2,23.82,3.72,2020-10-25,3228.0
10006,Financial District,Manhattan,52,1503.86,3457.77,0,0.0,4.14,2020-10-25,1256.0
10007,TriBeCa,Manhattan,90,1090.94,8249.73,3,36.36,2.81,2020-10-25,3202.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,959,1632.4,58747.99,70,119.15,4.15,2020-10-25,23122.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,410,1266.53,32371.86,19,58.69,2.8,2020-10-25,14656.0
10011,Chelsea,Manhattan,731,1476.75,49500.52,43,86.87,3.51,2020-10-25,20826.0
10012,Greenwich Village/SoHo,Manhattan,293,1221.79,23981.2,9,37.53,2.73,2020-10-25,10716.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,368,1267.61,29031.09,22,75.78,2.84,2020-10-25,12953.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,453,1459.26,31043.16,29,93.42,3.32,2020-10-25,13663.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,961,1829.63,52524.35,49,93.29,4.39,2020-10-25,21882.0
10017,East Midtown/Murray Hill,Manhattan,197,1221.54,16127.22,8,49.61,3.27,2020-10-25,6025.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,224,2350.12,9531.44,6,62.95,6.22,2020-10-25,3600.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,788,1939.38,40631.45,42,103.37,4.3,2020-10-25,18312.0
10021,Lenox Hill/Upper East Side,Manhattan,737,1668.34,44175.61,65,147.14,4.05,2020-10-25,18178.0
10022,East Midtown,Manhattan,457,1506.52,30334.8,33,108.79,3.79,2020-10-25,12051.0
10023,Lincoln Square,Manhattan,751,1245.96,60274.81,54,89.59,3.32,2020-10-25,22603.0
10024,Upper West Side,Manhattan,937,1634.18,57337.68,75,130.8,3.88,2020-10-25,24149.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1723,1866.06,92333.47,181,196.03,4.18,2020-10-25,41217.0
10026,Central Harlem (South),Manhattan,835,2140.04,39018.03,50,128.15,6.38,2020-10-25,13090.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1290,2027.31,63631.04,115,180.73,5.63,2020-10-25,22921.0
10028,Upper East Side/Yorkville,Manhattan,632,1285.73,49155.08,34,69.17,3.68,2020-10-25,17152.0
10029,East Harlem,Manhattan,2208,2800.55,78841.52,212,268.89,8.12,2020-10-25,27207.0
10030,Central Harlem (North),Manhattan,625,2131.51,29321.91,58,197.8,7.02,2020-10-25,8905.0
10031,Hamilton Heights/West Harlem,Manhattan,1688,2787.46,60556.93,135,222.93,8.55,2020-10-25,19736.0
10032,Washington Heights (South),Manhattan,1908,3102.81,61492.57,175,284.59,9.12,2020-10-25,20916.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1686,2847.47,59210.43,123,207.73,8.74,2020-10-25,19295.0
10034,Inwood/Washington Heights (North),Manhattan,959,2226.42,43073.65,72,167.16,7.4,2020-10-25,12955.0
10035,East Harlem,Manhattan,1200,3485.67,34426.65,137,397.95,9.05,2020-10-25,13258.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,583,2224.24,26211.25,40,152.61,4.94,2020-10-25,11802.0
10037,Central Harlem (North)/East Harlem,Manhattan,618,2992.79,20649.62,66,319.62,8.6,2020-10-25,7189.0
10038,Chinatown/Financial District,Manhattan,358,1623.73,22047.96,28,127.0,4.42,2020-10-25,8102.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,654,2471.89,26457.52,66,249.46,8.24,2020-10-25,7938.0
10040,Washington Heights (North),Manhattan,1402,3128.89,44808.28,121,270.04,9.01,2020-10-25,15562.0
10044,Roosevelt Island,Manhattan,270,2307.64,11700.29,36,307.68,6.82,2020-10-25,3961.0
10065,Lenox Hill/Upper East Side,Manhattan,426,1465.86,29061.49,28,96.35,3.38,2020-10-25,12590.0
10069,Lincoln Square,Manhattan,84,1325.31,6338.13,2,31.56,3.0,2020-10-25,2799.0
10075,Lenox Hill/Upper East Side,Manhattan,494,2090.2,23634.14,47,198.86,4.72,2020-10-25,10472.0
10128,Upper East Side/Yorkville,Manhattan,801,1305.58,61351.93,41,66.83,3.4,2020-10-25,23549.0
10280,Battery Park City,Manhattan,69,717.35,9618.7,0,0.0,2.53,2020-10-25,2732.0
10282,Battery Park City,Manhattan,87,1577.39,5515.44,14,253.83,5.0,2020-10-25,1741.0
10301,Silver Lake/St. George,Staten Island,1453,3667.94,39613.55,108,272.63,10.73,2020-10-25,13536.0
10302,Elm Park,Staten Island,739,3936.3,18773.99,32,170.45,13.02,2020-10-25,5675.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,1004,3827.44,26231.66,47,179.17,12.1,2020-10-25,8296.0
10304,New Dorp/Todt Hill,Staten Island,1663,3917.67,42448.71,182,428.75,11.42,2020-10-25,14568.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1518,3566.65,42560.99,81,190.32,11.51,2020-10-25,13194.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1786,3326.77,53685.66,83,154.6,9.86,2020-10-25,18112.0
10307,Tottenville,Staten Island,474,3115.44,15214.56,15,98.59,10.89,2020-10-25,4351.0
10308,Great Kills,Staten Island,820,2766.97,29635.33,29,97.86,9.64,2020-10-25,8510.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,1044,3163.16,33004.98,32,96.96,10.33,2020-10-25,10105.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,861,3606.89,23870.96,35,146.62,10.79,2020-10-25,7982.0
10312,Annadale/Rossville,Staten Island,1882,3120.84,60304.33,60,99.5,10.22,2020-10-25,18414.0
10314,Bloomfield/Freshkills Park,Staten Island,3223,3548.22,90834.29,205,225.69,11.0,2020-10-25,29300.0
10451,Concourse/Melrose,Bronx,1876,3931.37,47718.77,155,324.82,11.09,2020-10-25,16920.0
10452,Concourse/Highbridge,Bronx,3026,3928.08,77035.04,178,231.06,11.99,2020-10-25,25233.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2960,3646.04,81184.04,169,208.17,12.1,2020-10-25,24458.0
10454,Mott Haven/Port Morris,Bronx,1334,3490.01,38223.41,107,279.93,10.99,2020-10-25,12135.0
10455,Mott Haven,Bronx,1568,3717.9,42174.38,112,265.56,11.66,2020-10-25,13446.0
10456,Claremont/Morrisania,Bronx,3047,3260.85,93441.91,298,318.91,10.71,2020-10-25,28448.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2654,3553.59,74685.06,189,253.06,11.25,2020-10-25,23599.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2632,3140.52,83807.74,132,157.5,10.96,2020-10-25,24022.0
10459,Charlotte Gardens/Hunts Point,Bronx,1812,3747.32,48354.56,167,345.37,10.99,2020-10-25,16488.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,2026,3372.55,60073.25,132,219.73,11.36,2020-10-25,17832.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,2119,4282.58,49479.56,141,284.97,11.67,2020-10-25,18160.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2742,3545.73,77332.41,187,241.81,11.08,2020-10-25,24758.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2441,3424.17,71287.33,220,308.61,9.48,2020-10-25,25757.0
10464,City Island,Bronx,141,3239.03,4353.16,9,206.75,9.43,2020-10-25,1495.0
10465,Country Club/Throgs Neck,Bronx,1731,4022.73,43030.43,91,211.48,11.4,2020-10-25,15179.0
10466,Edenwald/Wakefield,Bronx,2736,3791.23,72166.65,174,241.11,12.79,2020-10-25,21393.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,4057,4025.44,100784.05,340,337.35,11.81,2020-10-25,34347.0
10468,Fordham/Kingsbridge/University Heights,Bronx,3357,4377.87,76681.12,226,294.73,12.63,2020-10-25,26582.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3378,4723.93,71508.25,373,521.62,13.45,2020-10-25,25107.0
10470,Wakefield/Woodlawn,Bronx,521,3694.05,14103.75,22,155.99,11.44,2020-10-25,4554.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,911,4287.61,21247.28,89,418.88,9.13,2020-10-25,9973.0
10472,Soundview,Bronx,2387,3514.74,67913.94,195,287.13,12.33,2020-10-25,19360.0
10473,Castle Hill/Clason Point/Soundview,Bronx,2317,3741.61,61925.28,141,227.69,11.88,2020-10-25,19509.0
10474,Hunts Point,Bronx,352,2830.02,12438.07,21,168.84,10.21,2020-10-25,3446.0
10475,Co-op City/Edenwald,Bronx,1949,4455.55,43743.21,179,409.21,12.78,2020-10-25,15245.0
11004,Bellerose/Douglaston-Little Neck,Queens,679,3619.68,18758.55,69,367.83,9.36,2020-10-25,7252.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,834,2369.04,35204.11,39,110.78,5.29,2020-10-25,15754.0
11102,Astoria (North),Queens,832,2549.57,32632.92,85,260.47,7.12,2020-10-25,11679.0
11103,Astoria (North)/Astoria (South),Queens,776,2121.05,36585.65,55,150.33,6.05,2020-10-25,12832.0
11104,Sunnyside,Queens,602,2429.8,24775.7,42,169.52,6.72,2020-10-25,8956.0
11105,Ditmars Steinway,Queens,651,1813.63,35894.88,44,122.58,5.5,2020-10-25,11827.0
11106,Astoria (South),Queens,874,2260.48,38664.4,57,147.42,6.73,2020-10-25,12983.0
11109,Long Island City,Queens,73,1439.66,5070.64,2,39.44,3.23,2020-10-25,2258.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,913,1498.98,60908.15,96,157.61,3.32,2020-10-25,27502.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2402,3272.82,73392.42,246,335.18,11.46,2020-10-25,20953.0
11204,Bensonhurst/Mapleton,Brooklyn,2740,3454.26,79322.45,153,192.88,13.15,2020-10-25,20840.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,954,2167.53,44013.21,51,115.87,6.38,2020-10-25,14949.0
11206,Williamsburg (South),Brooklyn,2052,2400.1,85496.61,155,181.29,7.22,2020-10-25,28415.0
11207,Cypress Hills/East New York,Brooklyn,2573,2885.93,89156.75,219,245.63,9.92,2020-10-25,25946.0
11208,Cypress Hills/East New York,Brooklyn,2948,3083.43,95607.69,251,262.53,11.56,2020-10-25,25493.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1496,2230.14,67081.12,119,177.4,6.83,2020-10-25,21907.0
11210,Flatlands/Midwood,Brooklyn,2347,3498.32,67089.29,150,223.58,12.65,2020-10-25,18559.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2795,2806.38,99594.67,139,139.57,7.06,2020-10-25,39562.0
11212,Ocean Hill-Brownsville,Brooklyn,2249,2825.73,79589.99,236,296.52,10.6,2020-10-25,21224.0
11213,Crown Heights (East),Brooklyn,1777,2758.21,64425.94,151,234.38,8.93,2020-10-25,19908.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,2004,2147.14,93333.46,188,201.43,8.53,2020-10-25,23503.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,785,1122.51,69932.3,47,67.21,3.08,2020-10-25,25458.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,980,1764.57,55537.72,76,136.84,5.12,2020-10-25,19151.0
11217,Boerum Hill/Park Slope,Brooklyn,752,1583.94,47476.67,86,181.14,4.37,2020-10-25,17202.0
11218,Kensington/Windsor Terrace,Brooklyn,2190,2888.94,75806.47,139,183.36,9.23,2020-10-25,23724.0
11219,Borough Park,Brooklyn,3831,4125.65,92858.07,245,263.84,14.06,2020-10-25,27250.0
11220,Sunset Park,Brooklyn,2172,2206.2,98450.0,168,170.65,8.56,2020-10-25,25384.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1711,2094.95,81672.44,148,181.21,6.66,2020-10-25,25685.0
11222,Greenpoint,Brooklyn,627,1724.94,36349.16,34,93.54,3.97,2020-10-25,15780.0
11223,Gravesend/Homecrest,Brooklyn,2787,3485.62,79957.11,143,178.85,11.92,2020-10-25,23384.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1525,3427.94,44487.34,219,492.27,10.69,2020-10-25,14272.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1411,2444.92,57711.49,143,247.78,7.54,2020-10-25,18706.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2741,2766.97,99061.32,306,308.9,9.29,2020-10-25,29490.0
11228,Bath Beach/Dyker Heights,Brooklyn,877,1983.49,44215.08,88,199.03,7.81,2020-10-25,11229.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,2300,2708.78,84909.16,157,184.9,9.9,2020-10-25,23240.0
11230,Midwood,Brooklyn,3521,3948.82,89165.77,234,262.43,11.6,2020-10-25,30351.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,520,1405.61,36994.7,35,94.61,3.78,2020-10-25,13744.0
11232,Sunset Park,Brooklyn,693,2451.27,28271.09,43,152.1,7.59,2020-10-25,9136.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1560,2162.3,72145.54,141,195.44,8.21,2020-10-25,19012.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2768,2904.37,95304.8,196,205.66,10.7,2020-10-25,25879.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2685,3375.65,79540.14,306,384.71,11.24,2020-10-25,23879.0
11236,Canarsie,Brooklyn,3192,3295.92,96846.99,306,315.96,12.13,2020-10-25,26314.0
11237,Bushwick/East Williamsburg,Brooklyn,1261,2487.39,50695.72,115,226.84,7.78,2020-10-25,16207.0
11238,Clinton Hill/Prospect Heights,Brooklyn,1007,1864.27,54015.79,104,192.54,4.43,2020-10-25,22727.0
11239,East New York,Brooklyn,606,4881.83,12413.37,89,716.97,12.96,2020-10-25,4677.0
11354,Flushing/Murray Hill,Queens,1557,2804.48,55518.32,302,543.96,8.62,2020-10-25,18055.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1684,2104.63,80013.97,171,213.71,8.01,2020-10-25,21036.0
11356,College Point,Queens,705,3022.8,23322.74,42,180.08,10.33,2020-10-25,6822.0
11357,Whitestone,Queens,984,2461.5,39975.56,107,267.66,8.44,2020-10-25,11652.0
11358,Auburndale/Murray Hill,Queens,699,1966.71,35541.5,43,120.99,6.61,2020-10-25,10570.0
11360,Bayside (North),Queens,380,2014.51,18863.17,28,148.44,6.51,2020-10-25,5839.0
